equity_name,equity_close,equity_high,equity_low,equity_open,equity_timestamp,equity_volume
MSFT,"['117.0600', '116.7700', '117.9100', '117.6600', '117.0500', '120.2200', '117.5200', '117.6500', '117.5700', '115.9100', '114.5900', '114.5000', '113.6200', '112.8300', '110.5100', '110.3900', '111.7500', '111.7000', '112.2600', '112.5300', '112.0300', '112.1700', '112.3600', '111.5900', '110.9700', '109.4100', '107.1500', '108.1700', '108.2200', '106.9000', '106.8100', '106.8900', '105.2500', '105.6700', '105.2700', '106.0300', '107.2200', '105.7400', '102.7800', '104.4300', '106.3800', '102.9400', '105.0800', '107.1700', '106.2000', '106.7100', '105.6800', '107.7100', '106.1200', '105.3800', '105.0100', '102.0500', '102.8000', '103.6000', '104.2700', '102.8000', '102.0600', '101.9300', '97.4000', '101.1200', '101.5700', '100.3900', '101.1800', '100.5600', '94.1300', '98.2300', '101.5100', '103.6900', '103.9700', '102.8900', '106.0300', '109.4500', '109.0800', '108.5900', '107.5900', '104.8200', '109.1900', '108.5200', '112.0900', '110.8900', '110.1900', '111.1200', '107.1400', '106.4700', '103.0700', '103.1100', '101.7100', '104.6200', '108.2900', '107.2800', '104.9700', '106.9400', '106.8700', '109.5700', '111.7500', '111.9600', '107.7200', '107.5100', '106.1600', '105.9200']","['117.5800', '118.2100', '118.7050', '118.0100', '119.5900', '120.8200', '118.7500', '118.4400', '117.6100', '117.2500', '115.2000', '115.0000', '113.9900', '112.9500', '110.7100', '111.5500', '112.6600', '112.3900', '113.2500', '113.0200', '112.8800', '112.3600', '113.2400', '112.1800', '111.2000', '109.4800', '107.9400', '108.6600', '108.3000', '107.2900', '107.7800', '107.1400', '106.5800', '105.7800', '105.5900', '107.0000', '107.2700', '105.8000', '104.0999', '105.2200', '106.3800', '104.9700', '106.4800', '107.8800', '107.0000', '107.0400', '107.1000', '107.9000', '106.6250', '106.2550', '105.0500', '102.8716', '103.4400', '103.7500', '104.8800', '103.9700', '103.2681', '102.5100', '100.1850', '101.7500', '102.4000', '102.4100', '101.1900', '100.6900', '97.9700', '103.0000', '104.3100', '106.8800', '104.5100', '105.8000', '109.2600', '110.8700', '111.2700', '110.9500', '107.9800', '109.4500', '109.2400', '112.6373', '113.4200', '110.9700', '111.1150', '111.3300', '107.3300', '106.6300', '103.8099', '104.4300', '102.9700', '108.5600', '108.8800', '107.8000', '108.2600', '108.7400', '109.9600', '111.4500', '112.2100', '112.2400', '108.8400', '107.7400', '107.3200', '107.3200']","['116.1300', '115.5215', '116.8500', '116.3224', '117.0400', '117.0900', '116.7100', '116.9900', '116.0500', '114.5900', '114.3300', '113.7800', '112.6499', '110.9800', '108.8000', '109.8650', '111.4300', '111.2300', '110.8000', '111.6650', '111.7300', '110.8800', '111.1700', '111.2600', '109.8200', '106.8700', '106.2900', '107.7800', '107.3624', '105.6600', '106.7100', '105.4800', '104.9650', '104.2603', '104.2900', '105.5300', '105.9600', '102.7700', '102.3500', '103.1800', '104.3300', '102.1700', '104.6600', '106.5900', '105.3400', '105.3400', '104.8600', '105.9100', '104.7600', '104.9600', '101.8800', '101.2600', '101.6400', '102.3800', '103.2445', '101.7134', '100.9800', '98.9300', '97.2000', '98.9400', '100.4400', '99.5200', '96.4000', '93.9600', '93.9800', '97.4600', '98.7800', '101.3500', '102.5200', '101.7100', '105.5000', '108.6300', '109.0400', '107.4400', '103.8900', '104.3000', '105.0000', '108.2115', '110.7300', '109.3600', '109.0300', '107.8600', '105.3600', '104.5800', '102.0000', '102.2400', '99.3528', '103.5500', '106.8000', '103.9100', '104.4700', '106.6400', '106.1000', '108.7600', '110.9100', '109.4000', '106.2800', '105.9000', '104.9750', '105.5300']","['117.4400', '117.8750', '118.6200', '116.5600', '119.5000', '117.1350', '117.3900', '118.0900', '116.1700', '115.3400', '114.5400', '114.1300', '112.8200', '110.9900', '109.1600', '111.4000', '111.8700', '112.2500', '113.0200', '112.8900', '112.0400', '111.6900', '111.2600', '111.7600', '110.0500', '106.9000', '107.8600', '107.7900', '107.9100', '106.3100', '107.5000', '106.1400', '106.2000', '104.3900', '105.1850', '107.0000', '106.0600', '102.8700', '103.7750', '103.8000', '104.6200', '104.8800', '106.2600', '107.2400', '106.8600', '106.1200', '106.7500', '107.4600', '105.0000', '105.2600', '102.5100', '101.9000', '103.1900', '103.2200', '103.8600', '103.0400', '101.6400', '99.7200', '100.1000', '99.5500', '101.2900', '102.0900', '99.3000', '95.1400', '97.6800', '101.6300', '103.0500', '103.6500', '103.7500', '105.4100', '108.2500', '109.5800', '110.8900', '109.8000', '104.8000', '108.3800', '105.8200', '111.9400', '113.0000', '110.7000', '110.3300', '107.8900', '106.2700', '104.7900', '102.1700', '103.6000', '101.8000', '108.2700', '107.0800', '104.9900', '108.1000', '107.5500', '109.4200', '110.8500', '111.8000', '109.4400', '107.3800', '106.3700', '106.4800', '107.0500']","['2019-03-28', '2019-03-27', '2019-03-26', '2019-03-25', '2019-03-22', '2019-03-21', '2019-03-20', '2019-03-19', '2019-03-18', '2019-03-15', '2019-03-14', '2019-03-13', '2019-03-12', '2019-03-11', '2019-03-08', '2019-03-07', '2019-03-06', '2019-03-05', '2019-03-04', '2019-03-01', '2019-02-28', '2019-02-27', '2019-02-26', '2019-02-25', '2019-02-22', '2019-02-21', '2019-02-20', '2019-02-19', '2019-02-15', '2019-02-14', '2019-02-13', '2019-02-12', '2019-02-11', '2019-02-08', '2019-02-07', '2019-02-06', '2019-02-05', '2019-02-04', '2019-02-01', '2019-01-31', '2019-01-30', '2019-01-29', '2019-01-28', '2019-01-25', '2019-01-24', '2019-01-23', '2019-01-22', '2019-01-18', '2019-01-17', '2019-01-16', '2019-01-15', '2019-01-14', '2019-01-11', '2019-01-10', '2019-01-09', '2019-01-08', '2019-01-07', '2019-01-04', '2019-01-03', '2019-01-02', '2018-12-31', '2018-12-28', '2018-12-27', '2018-12-26', '2018-12-24', '2018-12-21', '2018-12-20', '2018-12-19', '2018-12-18', '2018-12-17', '2018-12-14', '2018-12-13', '2018-12-12', '2018-12-11', '2018-12-10', '2018-12-07', '2018-12-06', '2018-12-04', '2018-12-03', '2018-11-30', '2018-11-29', '2018-11-28', '2018-11-27', '2018-11-26', '2018-11-23', '2018-11-21', '2018-11-20', '2018-11-19', '2018-11-16', '2018-11-15', '2018-11-14', '2018-11-13', '2018-11-12', '2018-11-09', '2018-11-08', '2018-11-07', '2018-11-06', '2018-11-05', '2018-11-02', '2018-11-01']","['13904392', '22668848', '26097665', '27067117', '33624528', '29854446', '28113343', '37588697', '31207596', '54630661', '30763367', '35513771', '26132717', '26491618', '22818430', '25338954', '17686996', '19538318', '26608014', '23501169', '29083934', '21487062', '21536733', '23750599', '27763218', '29063231', '21607671', '18038460', '26606886', '21784703', '18394869', '25056595', '18914123', '21461093', '29760697', '20609759', '27325365', '31315282', '35535690', '55636391', '49471866', '31490547', '29476719', '31218193', '23164838', '25874294', '32371253', '37427587', '28393015', '29853865', '31587616', '28437079', '28314202', '30067556', '32280840', '31514415', '35656136', '44060620', '42578410', '35329345', '33173765', '38169312', '49498509', '51634793', '43935192', '111242070', '70334184', '68198186', '49319196', '56957314', '47043136', '31333362', '36183020', '42381947', '40801525', '45044937', '49107431', '45196984', '34732772', '33665624', '28123195', '46788461', '29124486', '32336165', '13823099', '28130621', '64052457', '44773899', '33502121', '38505165', '39495141', '35374583', '33621807', '32039223', '25644105', '37901704', '24340248', '27922144', '37680194', '33384201']"
